text,polarity
الإخواني اللي داخل يتجشأ ويقولك الخبر نزل في اليوم السابعأيوه نزل متفبرك بفضل حد من رجالتكم أكيدلكن ذلك لن ينفي أنه مفبرك لتخدعوا به الناس,Negative
اوعى تقول عسكرى غلبان هوا و سيده فضوا ميدان #الداخلية_بلطجية,Negative
في بنات مستحيل تحط صورها على الفيس لو هيقتلوها ، بس تويتر عادي !! عن #الازدواجية اتحدث,Negative
الطريق إلى الديمقراطية يتآكل: محاكمات عسكرية، تقاعس عن حماية التظاهر السلمي، رفض الرقابة الدولية للانتخابات، عدم حسم حق المغتربين في التصويت,Negative
الفهم المصري المتحضر للإسلام أسس له الامام محمد عبده عام 1899فانطلقت مصر العظيمة لتبدع في كل مجال حتى وصل إلينا الفكر الوهابي الرجعي المتطرف,Neutre
النضافة ،النظام،الراحة و الحرية اللي بيحس بيها السايح تخليه يسيب بلد زيينا امكانياتها السياحية مرعبة و يروح لبلاد اقل بكتير,Neutre
_ لم أهاجمه بل أحترمه ولو كان له أخطاء فهو بالتأكيد شخصية تحترم,Positive
قلت للرئيس شباب الثورة لفقت ضدهم التهم من اجهزة الأمن وانت تسال اجهزة الأمن عن الأبرياء فيهم هل تتوقع ان تعترف اجهزة الأمن بالتلفيق وتعتذر,Negative
شباب حزب الوسط حاجة تفرح بجد الله يخرب بيتك يامبارك لو شباب البلد دي كان اشتغل سياسة براحته من زمان ماكانش ده حالنا,Neutre
اي أمرأة تصنع الحب والايثار والاهتمام والعطف والحنان مؤهلة ان تصبح أم مثالية حتى لو كانت مارلين مونرو! #فيفي_عبده_الام_المثالية,Positive
لازلت معترضا على تشكيل الجمعية التأسيسية لانه يجعل دستور مصر في يد اغلبية تنتمي الى الاسلام السياسي الدستور يجب ان يمثل المصريين جميعا,Negative
من بارز الله بالمعاصي خاب وخسر دنيا وآخرة، وكفاه هذا الهاشتاج وفضائح معاونيه #انتخبوا_العرص,Negative
ستظل ذكرى استشهاد البطل عبد المنعم رياض تخليدا لملحمة مضيئة من أنصع صفحات التاريخ المصرى ورمزا لبطولات معركة الاستنزاف تحية له فى ذكراه,Positive
كورسيرا أكبر موقع عالمي يحتوى على مناهج جامعات عالمية هي الأفضل في تصنيف 2013! نتعاون معهم لتعريب المناهج، شاركونا! …,Positive
النضآرآت بقت موضة ! تقويم ا?سنآن بقي موضة برضو!! مش بعيد بكره تلاآقي صحبتك جآيالك بكرسي متحرك تفوليلهآ سلآمتك اتشليتي ! #مرار_طافح :),Negative
محاكمة المتورطين وذلك بشرط ان تكون الحكومه واجهزتها لديها المصداقيه وليست صاحبة سوابق فى التزوير والتدليس والصاق…,Negative
#الأقصر مدينة خضراء,Positive
#مظهر_شاهين: ماشوفناش وش واحد من مشايخ #السلفيين في #ثورة_يناير لأنهم مايقدروش يقفوا على المنصة,Negative
لم انتخب مرسي ودعوت الى مقاطعة الانتخابات في مقال منشور في المصري اليوم لكنى أتفهم تماماً موقف الثوريين الذين اضطروا لانتخابه حماية للثورة,Neutre
السياسة #الشرعية التي يعمل بها #السلفيون في بلاد #الحرمين مزورة ومكذوبة على #الاسلام وان صفق لها كبار #العلماء واتحدى في ذلك,Negative
طبعا إستفتاء مارس كان أكثر شرفا من إستفتاء الإخوان على الأقل أشرف عليه قضاء حقيقي وكانت الإنتهاكات فيه لا تقارن بإستفتاء الإخوان,Neutre
اللي يشوفك يتمنى يكون مثلك واللي يعرفك يحترمك ويحبك واللي يسمع عنك يتمنى يقابلك ! #حاول,Positive
للشموخ عنوان #السادات,Positive
الانفلات الأمني الموجود ليس نتيجة لضعف الأمن وحده، ضعف مؤسسات الدولة وتراخيها أدى إلى تمرد على سلطتهاالدولة في خطر ولابد من إعادة السياسة,Negative
لا اعترف بدستور مسلوق على عجل خوفا من حكم المحكمة ببطلان اللجنة التى كتبته0لا اعترف برئيس يعطل القانون رئيسكم ديكتاتور ودستوركم باطل,Negative
#محمود_سعد قعد يدافع عن الشباب اياهم ولما جه يقول للمراسل هات لنا واحد نكلمه اتشتم هو والمراسل اتفضل حاورهم قبل ما تقنع الناس تقبلهم #مصر,Negative
انا بلا فخر ضد #الفلول و ضد المتطرفين من #السلفيين و ضد #الإخوان و ضد تمييز اي فئة من الشعب على بقية الشعب انا مع #الثورة,Neutre
كلام وكلام حملة لا أضحية هذا العام تؤكد حب الإخوان للخرفان #السادة_المحترمون …,Negative
رأى منقول صادم جدا ليس كله بطبيعة الحال صحيحا ولكنه صارم فى الحق فى نقاط كثيرة وأقدمه لكم كما هو دون اى تدخل نقلا,Neutre
مذبحة ميدان رابعه العدويه جريمه نكراء وسيحاسب الشعب المصري مرتكبيها #رابعه_العدويه,Negative
أعفيك من متابعتي لأنك إما لا تحفظ لسانك أو لا تحفظ لي حقي في الاختلاف لكني سأدافع عنك دوماً إذا ظُلمت شكرًا,Neutre
المحفوظة في خزائن في الخارج من جانب قيادة النظام البائد وسندان الملفات المحفوظة في واشنطن طيب واضح الثورة لم تكن ضد,Neutre
و القضاء بقى حلو دلوقتي عشان قفل قناة مش عاجبانا؟مش ده القضاء الفاسد المسيس بتاع مبارك اللي حل المجلس؟ بقى فلة دلوقتي؟,Negative
الدكتور عبد المنعم: إن لحم كتافنا من خير أبنا مصر البسطاء في الأحياء الفقيرة و على ضفوف الترع,Positive
__4 ده شفيق اللي متقدم فيه بلاغات الدنيا أخذ نصف الأصوات يعني نصف الناس قبلت العمى ولا قبلتوش أغلبية؟,Negative
الدماء التى أريقت في مجزرة ارتكبتها الدولة بماسبيرو لايمكن ان تضيع دون حساب واجب الرئيس أن ينفذ وعده بمحاكمة كل من تورط في قتل ابنائنا,Negative
هل الرئيس مرسي شرعي ومنتخب هل الشعب قادر على اختيار ما يفيده هل هدف الثورة ان نتخلص من حكم العسكر اذا الاجابة بالنفى فلماذا قمنا بثورة,Neutre
ورضيت أعيشلك انت يا حبيبي كفايه ان انت حبيبي #عمرو_دياب,Positive
أولا - غلب على أداء المجلس منذ 23 يناير 2012 أسلوب إطفاء الحرائق ومازال العمل التشريعي والرقابي الهادف لبناء نظام,Neutre
ماذا تفعل المعدة اذا فاجأها الكبد بضربة قاتلة؟ انها مصر ضرباتنا القاتلة تأتينا ممن كانوا أهلنا وجيراننا وابنائنا,Negative
_ #عايش معاك ايام مفيش فى جمالها زى #الملاك دى اقل كلمه بقولها #بحبك #عمرو #دياب —,Positive
الدين ليس حرفة ,Neutre
إلى أحمد الشحات البطل الشعبى الذى أحرق علم الصهاينة بعد أن دنس هواء مصر 30 عاما: ارفع علمك فوق أنت مصرى يا أحمد المصرى يا أحمد العربى,Neutre
مصر ثالث أعلى الدول ديوناً في العالم - ربنا ينتقم من العصابة واحد واحد ويورينا فيهم يوم!,Negative
2 لا مواجهة ناجحة للتطرف ولا إنقاذ للتعايش إلا بتفعيل سيادة القانون وحماية حقوق الأقلية قبل الأغلبية والمحاسبة الناجزة للمتورطين في العنف,Neutre
آه الناس حواليك بتحب مرسي وماله؟ بس مرسي ماهواش أغلى عند الناس دي من رزق عيالها ومن مستقبلها ولو حست إنه فاشل مش عارف يحل هتقلب عليه وعليك,Neutre
ا*ا يا سلام روح أم #النائب_العام :),Negative
إذا أهمّك أمر غيرك، فـاعلـم بأنّـك ذو طبعٍ أصيـل,Positive
أخشى أن الضرر و الدمار الناتج من طريقة و أسلوب إدارة البلاد منذ الثورة حتى الآن لن يمكن إصلاحه !,Negative
لو الانتخابات لم تزور لكان شفيق خسر حتما وأتوقع منك الا تشارك في هذه المسرحية التى لديها من المخالفات ما يبطل عشر انتخابات,Negative
الاعلام الحكومى المنافق يقول ان الذين اعتدوا على المتظاهرين اهالى عاديون هل اصبحت زجاجات المولوتوف من مستلزمات المطبخ في العباسية,Negative
الذين اتهموا الثورة بانها مكنت الاخوان من مصر هؤلاء ننتظر منهم الان اعتذارا الثورة حررت إرادة الشعب فاختبر الاخوان وتخلص منهم الى الأبد,Neutre
يوسف الحسيني يفضح كذب قناة الجزيرة ويكشف تمثيل الاخوان دور الموتي تحت اشراف الجزيرة ,Negative
ان كان طبعك تصد شوي وتْعوّد فانا تراني مانيب ادآني الصدّه وان شفتني فيك بالثنتين متجوّد فاتلى شروط الضمان نهاية المدّه #سري,Neutre
حزب النور سيشارك فى لجنة الدستور حزب النور يعمل دوشة فى كل موضوع وفى الاخر يطلع عيل,Negative
النصب التذكارى الحقير الذى يتم انشاؤه الان فى ميدان رابعة سيكون اول شيئ يتم اسقاطه بعد اسقاط الانقلاب,Negative
#عشان_خاطر_ماسر متحوطيش اخوكى الصغير فى الطرحة,Negative
أنا أبكي !! وأدري أن دموع العين خذلان وملح !! #محمود درويش,Negative
مجتمع هيفضل طول عمره #حافظ_مش_فاهم حاااجه,Negative
الرجوع للحق فضيلة حمد الله على سلامة أحمد السيد النجار,Positive
#الفيفا يشيد بملعب #الجوهره ويصفه بثاني افضل ملعب بالعالم وارامكو أذهلت #بلاتر #افتتاح_ملعب_الملك_عبدالله,Positive
تجديد حبس #ياسر_علي متحدث رئاسة #المعزول 15 يوما في قضية التستر على #هشام_قنديل| ياااااه وحشتونا ووحشتنا نوادركم …,Neutre
قمة المسخره #الببلاوى بيقول انا ليا ملاحظات على قانون التظاهر :) ياعم هو انا اللى مطلعه ؟!,Negative
لدستور يعاملني انا واولادي كمواطنين من الدرجة الثانية بالتإكيد سأصوت عليه ب لا وألف لا,Negative
العسكر خاين كالعاده ؛ دخلوا الجامع بالبياده #مجزرة_العباسيه #عسكر_كاذبون #لن_ننسي #لن_نسامح,Negative
بعد تبرئة سائق حمدين صباحى المتلبس بحمل السلاح وسرقة الآثار كتبت لكم انه سيسير مطيعا خلف الانقلاب، امس قال انه يؤيد سيسي لو ترشح للرئاسة,Negative
4 من شباب تمرد وحركة 30 يونيو فى لجنة الدستور وشباب 25 يناير الذين دعموا 30 يونيو غاضبون اشربوا يا اغبياء,Negative
حكيك يخلق من العدم فرحه ?#م,Positive
اسماء شهداء الثورة #المجد_للشهداء #ريتويت كتير جدا بقى,Positive
اعتذار سي بي سي عن حلقة الشيطان الاراجوز جزء من التمثيلية لاظهار أنها شملت مساسا بسيسي او الانقلاب لا تصدقوا,Negative
بصرف النظر عن شغلها ولا اي حاجة تانية بحب في #فيفي_عبده ان اللي في قلبها علي لسانها ملهاش في النفاق زي معظم الوسط الفني,Positive
اغير القناة اللي فيها #فيفي_عبده_الام_المثالية إلى ناشيونال جيوجرافيك أجد برنامج عن شاب أمريكي يصنع صاروخ في بيته ويطلقه في …,Neutre
من يريد السفر سيعرف الفارق بين حكم مرسي وزمن العسكر، مفيش دولارات في البنوك ومتقدرش تسحب من حسابك المصرى الا اقل القليل,Neutre
#اوعى_تنسى عاشوا رجاله وماتوا اسود :(,Positive
ضابط جيش يضرب زياد العليمى أصغر عضو منتخب فى مجلس الشعب و يقول له :  خلى مجلس الشعب ينفعك  بداية طيبة لعرس الديمقراطية,Negative
#فيفي_عبده طلعت بقناة ام بي سي وتتكلم عن الشرف والاحترام وانها الام المثالية !!! #وقاحة,Negative
حتى فى أصعب لحظات عمره لم يفشى مرسي اسرار خيانة سيسي ولم يقل شيئا شائنا ضد الخونة والقتلى,Neutre
#عيد_الأم أم صينية 97 سنة تعتني بإبنها 60 سنة المصاب بشلل رباعي منذ 19 سنة هو قلب الأم مهما تقادمت بها السنون,Positive
السفارة المصرية العظيمة في السعودية بتوزع منشورات علي المصريين لكي يصوتوا بنعم في الاستفتاء علي الدستو,Neutre
من الطبيعي ان تجد شخصا منافقا ومن الممكن ان تجد رجل دين منافقا لكن ما يفعله على جمعه تخطى كل الحدود,Negative
راجعت الردود فوجدت المتزمتين دينيا هم الاكثر استعدادا للتطاول بالبذاءات انهم يخافون من النقاش حتى لا تهتز محفوظاتهم التى لم يفكروا فيها,Negative
أيها الغيورون على القانون هل سمعتم عن تهريب المتهمين الأمريكان و14 الف مدني في السجن الحربي وإعلان دستوري باطل يمنح الحكم للعسكراين كنتم ؟,Negative
#اصعب احساس # #لما يوحشك حد# #مات# #سو#,Negative
بعض الناس سيرفضون اى تصرف من الرئيس مرسي حتى لو كان صائبا خصومتنا السياسية اذا تحولت لعداوة تعمينا سأساند الحق كما اراه حتى ولو كنت وحدي,Neutre
الشيخ حسان يؤكد ان مرسي يمتلك شرعية قرانية وشرعية نبوية الى متى هذه التجارة بالدين بالمناسبة اين أموال التبرعات التى جمعها الشيخ حسان,Negative
نفاق الجموع من آفات مجتمعاتنا فالكثير يعبرون عن مواقفهم في جلساتهم الخاصة ومكالمات الهاتف بينما ينافقون الجماهير في العلن خوفا على شعبيتهم!,Negative
الفرد هو الركيزة الأساسية التي تقوم عليها عملية التغيير والإصلاح والتي و إن بدت صعبة إلا أنها ليست مستحيلة ، بل,Neutre
#الواتساب_معلق,Negative
قرار رئيس الجمهورية بعودة البرلمان للانعقاد صحيح و التنفيذ الصحيح لحكم المحكمة الدستورية يكون في الإنتخابات القادمة,Positive
#ماهر فخامة الاسم تكفى,Positive
بالفيديو عكاشة: والله #هيفاء_وهبي ست مش طرية واللى يتجوزها يبقى خد خازوق !! #بوابة_القاهرة #مصر #توفيق_عكاشة,Negative
حق شهدائنا يضيع بشكل منظم نظامنا القضائي عاجز عن القصاص والجهات التشريعية والتنفيذية لم تدعمه، ومحاسبة كل من قصر في جمع الأدلة ضرورة,Negative
غالياني وين صفقاتك حق اول يوم كنت تجيب لاعبين من مدريد وبرشلونه و و و تكفى ارجع مثل اول ضبطنا #ميلان,Neutre
رُبّ من أنضجت غيظاً قلبه *** قد تمنى لي موتاً لم يطع مهداة لمن يقف في أعلى شجرة جوز الهند محاولا اخراس ذكائي لأتوقف عم…,Neutre
اللي عايز يتحاور يروح يتحاور مع أهالي الشهداء والمصابين، لو دول رضوا عنكم ربنا هيرضوا عنكم وإلا فلا أمل أبدا لنا جميعا,Neutre
أتحدى أي شيخ من المتاجرين يطلع يقول الكلام اللي بيتقال قدام السفارة على الهواليه لإنهم يعشقوا التحريض بس وتسخين الشباب لإن ده بيزود السبوبة,Negative
أنت من أستلذ بأحلامي بك واستطعم الحب بحضورك مقتبس من [ __ ] #تصميمي #ميسي #97,Positive
الانقسام بين القوى الوطنية طبيعي ولكنه حدث قبل إنجاز اهداف الثورة فاستفاد منه النظام القديم يجب ان نضع الثورة قبل المصلحة السياسية,Neutre
الأسئلة التي هربنا منها أيام المجلس العسكري لا زالت تطاردنا وستظل إلى أن نواجهها ونجيب عليها,Neutre
سلام اناابنة استاذايمن شويقي أوصاني أبي بان أوصلكم رسالته وهو بخير وصحته جيدة ومعنوياته مرتفعة ويشكر كل من سأل عنه ويبشرك…,Neutre
تكوين لجنة الخمسين جامل بشكل كبير القوى السياسية على حساب الشباب والأقباط #السادة_المحترمون,Negative
_6666 انا ادعوا دائماً بالرحمة للجميع و لا يعجبني اداء وزير الداخلية خاصة انه موجود من ايام الاخوان المجرمين و لا توجد لديه رؤية,Neutre
منع حازم عبد العظيم والسيد البدوى اكبر انصار الانقلاب العسكرى من السفر يمثل تطبيقا لمبدأ صاحب الحمير اضرب المربوط يخاف السائر,Negative
اظن ان من افسد شيئا فعليه اصلاحه يجب اعلان الجماعه الاسلاميه والاخوان منظمات ارهابية واصلاح ما افسدو…,Negative
تأكدوا أن التزام الرئيس بالقانون والحفاظ على استقلال القضاء وتدعيمه هو فى مصلحة الشعب قبل أى طرف آخر,Positive
_ ده مش مؤتمر شعبي ده جولة ميدانيه,Neutre
_70007 الحمارة امك #فطيم_النعاشة وانت ولدها و اذا فكرت تصير ولد حلال اطلب من #فيفي_عبده_الام_المثالية تتبناك هههههههه ????,Negative
وحيات عينيك ،،،، اخذ صوت اخذ وجه حسن وطرب اصييل #مصر #الجيزة #القاهرة #شادية #الاهرامات #اسيوط…,Positive
بجد كدة اوفر اوفر  انت قررت تنتخب السيسى!! مع ان حمدين صحبك وكنت معاه!! وكأن افكار السيسى غير افكار حمدين!! #محمود سعد #متآ…,Negative
التوجيهي أصعب فترة تحدي والناس يقولوا ما بتقدري تقدمي والتوجيهي صعب وبدو جهد بس كنت أقول الله بلش معي المشوار أكيد ما…,Neutre
تطاولك على شيخ الأزهر تجاوز كل الحدود #السادة_المحترمون …,Negative
كان #محمد_يسرى_سلامة صاحب رسالة كافح من أجلها طيلة حياته ولذلك فحتى موته كان بمثابة رسالة,Positive
المذيع المحترم بتاع مصر 25 بيقول فيه مظاهرات في شبرا بتهتف بالطول بالعرض حنجيب الاسلام الارض ثم يتسائل ما دخل الدين في صراع سياسي,Negative
عامل كهربائي يستغل وقت فراغه في عشر ذي الحجة في قراءة القرآن كتب الله أجره وغفر ذنبه #عشر_ذي_الحجة,Positive
والد #جيكا هو اللى كان داخل مع #حمدرين يوم تسليم التوكيلات #واحد_مننا,Positive
الدكتور أبو الفتوح: محتاجين مصانع محتاجين مزارع محتاجين شقق للشباب لكي يتزوجوا، و لسنا نحتاج لمساجد أو كنائس فهي أكثر من الحاجة,Neutre
أي شيء يحدث سيقول العربي لماذا بهذا التوقيت تحديداً لما لا تضعوا لنا بالتقويم الأوقات المناسبة بنظركم متى نقاوم ومتى نتكلم #غز…,Negative
الثورة قامت اساسا من اجل انهاء الحكم العسكري الذي جثم على صدر مصر ستين عاما وأوصلنا الى الحضيض اذا لم يسترد الشعب السلطة بالكامل فقد فشلنا,Negative
لن نستسلم لتهديدات الانقلاب العسكرى ومرسى سيظل آمنًا بفضل دعم أمريكا | أخبار الموجز …,Neutre
#بصـراحـه في آلعمر حكاية واحده فقط نجد فيها وطن حقيقي ومادونها مسرحيات متعدده نؤدي دورنا فيها ببراعه,Neutre
فساد في بعض المستشفيات الغير خاضعة للرقابة,Negative
تحياتي يا بلد,Positive
في يوم الارض المجد كل المجد لمن يقاوم بامعائهه الخاوية #سامر_العيساوي #,Positive
الثورة والإنتخابات قدمتا لنا عربة مجهزة لننطلق بها كلما اردنا الإنطلاق يدوسون علي فرامل التمسك باللوائح الشكلية فيعلو الصوت ولا حركة حقيقية,Neutre
الدين الداخلي في مصر يمثل كارثة وليس الدين الخارجي #السادة_المحترمون,Negative
كان صلى الله عليه وسلم يحب الطيب والرائحة الحسنة وكان لا يسلك طريقاً فيتبعه أحد إلا عرف أنه قد سلكه من طيب عرفه #نشر_سيرته #,Positive
خطاب الرئيس يعني أنه صار مجال يسمح لدبلوماسيتنا ودبلوماسيينا بلعب سياسة واستخدام أوراق الضغط المختلفة,Neutre
مستقبلنا مرهون بأن نخرج أنفسنا من الظلمات الي النور حزب الدستور: قيم إنسانية عدالة اجتماعية عقل علم معا سنغير,Neutre
بصراحة انا احب #شبكة_المجد بس حظي الردي هو الي رافض ان اشترك فيها ??,Neutre
#يوسف_الحسيني كل ما ندعمه هو عدم سقوط ارض الياسمين ذات التاريخ العظيم,Positive
ألمصريين أحرار !!!!!,Positive
يجب أن ينفذ الرئيس وعده باجراء تغييرات في تشكيل اللجنة التاسيسية للدستور لتكون معبرة بحق عن كل أطياف المجتمع,Neutre
# لانني في الوسط فساقف في مواجهه اي سعي لاقصاء اي تيار شريطه الا يكون ذلك التيار نفسه ا,Neutre
#كريستيانو_رونالدو صاروخ ماديرا او قاذفة اللهب او الدون او التورنادو او السيداو الامراطور و المهم انه افضل لاعب عالمي,Positive
عدم وجود مصدر محايد للمعلومة بقى شيء مقرف جداً بصراحة,Negative
و?بعض #البنات يكتبون أنا مزاجيہ ومغروره وعنيده وما أحب إ?‌ نفسي ‹?› ! انزين ليش ما تختصريها بجملہ : أنا مريضہ نفسيآ ادعولي ‹?›,Neutre
من غادر سوريا بطريقة غير شرعية لا يحق له انتخاب رئيسها #الأسد,Neutre
فى مصر الانقلاب تعلو اصوات العهر والدعارة وتخفض اصوات الحق والعدل والشرفاء تحكمهم بيادة تلاحقهم رصاصة تأويهم سجون,Negative
أنا بعد ما عشت المعاناة السنادي لا يمكن أخلي ولادي يكرروها مالها صناعه ! #ثانوية_عامة,Negative
احترامنا للجميع لكن من لديه مشكلة مع صوت عاقل متزن كصوت __ لديه مشكلة حقيقية,Neutre
رئيس حزب النور الوهابي ظهر على الجزيرة وظل يلعن في وثيقة السلمي عندما قال له المذيع ان المجلس العسكري المسئول الاول عن الوثيقة رفض التعليق,Negative
#الحرية_للإخوان #انصاف_الاخوان,Positive
من عيوب وسائل التواصل الاجتماعي أنها أصبحت أداة لرد الفعل وليس الفعل، ننشغل بردود الأفعال اليومية أكثر ما ننشغل بالتخطيط والتفكير للمستقبل,Negative
حركة تمرد طالبت بإنتخابات رئاسية مبكرة ولا بد من استغلال فرصة الحشد الثوري ضد الإخوان لإيصال مرشح ثوري مثل البرادعي إلى الرئاسة,Neutre
ههههههه الله يرحمك ي|#عمنا ?~`° |#ج?ل_عامر,Positive
سعيد جداً بزيارة الجزائر بلد جميلة فعلاً!,Positive
المصرى احسن واحد تزنقه فى الوقت يشتغل! #اه_والله,Positive
جعل الغياب اللي خذاك يموت ويحيا بداخلك وصل غاليك #يوسف #بوح,Neutre
اعلام العار يكذب كالعادة لتشويه صورة الرئيس مرسي مسئولو السجن يؤكدون انه لم يطلب أى ميزة او استثناء دع الكلاب تنبح,Negative
#محمود_عباس: #الهولوكوست أبشع جريمة في التاريخ الحديث,Negative
سنفعل كلّ ما نستطيع لإسقاط هذا الدّستور الباطل,Negative
1 هي إنسانة رائعة :),Positive
الرمز الانتخابى لل #السيسي #السيسي_رئيسي_2014,Positive
مشايخ البيادة عكس اسمائهم احمد الطيب اقسي قلب مسلم على جمعه ألغى صلاة الجمعه احمد كريمة ابخل فى الحق,Negative
ننعي الي الانسانية رمزا متألقا للنضال في سبيل الحرية والنهضة والكرامة الانسانية القائدوالمجاهدوالمفكر العربي احمد بن بيللا زعيم ثورة الجزائر,Positive
_4 _2012 _ انتم اسياد النصاري باخلاقكم كنتم خير أمة اخرجت للناس,Positive
مرسي مش سبب الكارثة ال احنا فيها مبارك ودولته هما السبب في كل ده أهدروا تعليمنا و أمننا وحقوقنا لأجيال طبيعي نوصل لكده,Neutre
تبدأ رحلة الشعب المصري مع الحاكم بالثناء على البطن التي أنجبته، وتنتهي بلعن أسفل البطن التي أنجبته,Negative
#احداث_من_الذاكرة مبارك يستنجد بالبلاطجة، عنوان من صحيفة الجمهورية الصادرة من مدينة تعز ويبدو العنوان خطأ #بكفي_حصار #اضبطوا_شركاء_المخلوع,Negative
#ماذا_اعطاك_الوهاب_ الحمد لله انه الوهاب و ليست الهبات في يد البشر,Positive
قصة إن ده رئيس منتخب ولازم يكمل باطلة والدليل الأرجنتين ونيكسون اللي استقال لما كذبماهياش عافية لو فشل وعاند وصمم يخلف وعوده هيعطل البلد,Negative
احببت فيك هذا الضني الناطق المعبر انها الانسانية كلها في قلب رجل #مصطفي_محمود #ضي,Positive
البطل لا يُهزَم عندما يخسر، بل يُهزَم عندما ييأس ويُغادر لا تترك حلمك,Neutre
دول اوروبا اوقفت رحلات شركاتها الى مصر شركات التأمين ترفض عمل وثيقة للمسافر بكره تشوفو مصر,Negative
د عبدالمنعم سعيد: إسرائيل تطالب العالم بالاعتراف بفاشيتها وعنصريتها قانون قسم الولاء ليهودية إسرائيل فاشية,Negative
لو عايز تعمل فرق في مواجهة حوادث التحرش والإنتهاكات الجسدية في التحرير ساعد الناس المحترمة دي ولا تسمح للضباع بالمزايدات,Neutre
أليس الحب هو ان انظر الى وجهك الجميل،فأشعر انني امتلكت كل الدنياو انتِ كل دنياي #كلام_في_الحب #مصر #الإمارات #فلسطين #البحرين #السعودية,Positive
#اعترافات_ليبروفاشي_خليجي (#الفاشية) تظهر واضحة وضوح الشمس في التنظيم الهرمي #الاخواني الذي أسّسه #حسن_البنا (الأسر، المناطق…,Negative
شبرا العظيمة دوماكل يناير واحنا هنا,Positive
_ #_ #اكتوبر #الاخوان_جماعة_ارهابية خرائر الاخوان,Negative
انا هقولة شرعيتك حمرااااااا,Negative
#اللى_رافضين_السيسى_رئيس_بيعملوا_فولوا_لبعض #انتخبوا_العرص #مرسي_رئيسي #سيناء_خارج_التغطية #سأنتخب_السيسي,Neutre
4 للتوضيح: تماما كما سجلت رفضي في اجتماع سد النهضة لغياب الشفافية في مسألة سيناء وفي كلمة علنية فخرج البعض مدعيا شكري على الشفافية في سيناء,Neutre
جامعة المستقبل شريكة فى سي بي سي الانقلاب اعادت امتحانا لطالب ساقط بتوصية من الانقلاب ونجحوه,Negative
هو مستفز لي مع اني رحت الحرم تلات مرات الحمد لله و ليس فقط لمن لم يذهب يا استاذي العزيز,Neutre
#الشعب_يرد_تحية_الرئيس #بكار_الديوث #انتخبوا_العرص #مصر_الليلة #نكاح_الكاراتيه #إنصاف_الاخوان #_ …,Neutre
#حاجات_بتفرح_في_مصر لمة رمضان,Positive
إصرار الشعب التونسي على الوصول إلى الكيلومتر الأخير ثورة أخرى في حد ذاته وأهم درس من بين دروس كثيرة 1911,Positive
لما توق تشرب قهوة كليا ويقعد النوم فالقها ما يبيش يزورك تقعد حالتك كويسة #كن_متفائلا,Neutre
88 أعترض على الطريقة والمضمون والتوقيت لا يجوز إصدار مبادئ دستورية ملزمة بدون استفتاء الشعب أصلاً,Negative
مصر التي تسجن ابو إسماعيل وتعلي شأن الهام شاهين {طارئة},Negative
في ناس من أنصار أبو إسماعيل زعلانين ونازلين شتيمة واضح إنهم محبطين عشان مش هيبقى في إعتصام ودبح عجول وكدهمعلهش اطلعوا مدينة الإنتاج تاني,Negative
دراسه عن التاريخ السرى لجماعه الاخوان المسلمين تحت عنوانالاغتيال منهج حياهمن دراسه الكاتب #يوسف_الحسينى اكتر من رائع…,Negative
فاكر يا #مظهر_شاهين يا امنجي يا ابني لما كنت عايزني احط اسمك في مجلس رئاسي مدني في احداث #محمد_محمود و مر…,Negative
كلمة هيبة محتاجة تتشال من القاموس عشان ماحدش يتمسح فيها في الرايحة والجاية ده طبعاً غير أنها على نفس وزن خيبة,Negative
#قطر الدولة الوحيدة في العالم لها سفير في #غزة وأميرها الحاكم الوحيد الذي جرم #إسرائيل وحملها مسؤولية العدوان بينما مسوخكم جرّموا #حماس,Neutre
مرسي بيعمل جلسات الحوار الوطني عشان يفرح لما يلاقي حد يقول له السيد الرئيس فينسى اللي حصل وبيحصل له في المحافظات وقدام الإتحادية,Negative
خالص العزاء فى الشهيد جندى القوات المسلحة وفى الشهداء المعتصمين سلميا سلامة أرواح وضمان حريات المصريين مسئولية من يديرون البلاد,Neutre
لولا الانقلاب لظل الجيش والشعب ايد واحده,Negative
د عبد المنعم أبو الفتوح على قناة الحرة: أنا ضد مظاهرات ماسبيرو و ضد المظاهرات أمام الكنائس,Negative
كل العار الذي عشناه من سنين طويلة يتلخص في هذا الفيديو,Negative
خارطة الطريق تستلزم مشاركة وطنية بعيدة عن العنف #السادة_المحترمون,Neutre
تفاؤلى نابع من إيماني بأن (الله لا يضيع أجر من أحسن عملا)ولا يوجد أحسن وأعظم عملا من أن يضحي الشعب بدمائه من أجل الحفاظ على وطنه وعرضه,Positive
إصرار الشعب التونسي على الوصول إلى الكيلومتر الأخير ثورة أخرى في حد ذاته وأهم درس من بين دروس كثيرة # #,Positive
 و الله بتوع شبكة المخلص دول دمهم خفيف الوجه البذئ الذي يضع قناع الدين,Negative
الحركة السياسية في مصر تأليف طارق البشري يكشف تواطوء قيادات الأخوان مع اسماعيل صدقي والملك فاروق ضد الحركة الوطنية اقرءوا قبل ان تشتمونا,Negative
طلعني انا كمان من المنشنكل اللي بتفكر فيه جنس ومخدرات الذعر الجنسي ده هو اللي مأثر عليكم,Negative
7_ انا عاوزة احرق #أماني_الخياط بالغاز !,Negative
بعد وصلة من الأعلام الرسمي التحريضي خرجت علينا جماعة الاخوان بمؤتمر صحفي أكثر انحطاطاًهما بيتنافسوا مع بعض؟,Negative
